gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_remod/add,garage_yr_blt,land_slope,neighborhood,roof_matl,exter_qual,bsmtfin_type_2,saleprice,id,lot_area,house_style,overall_qual,year_built,central_air,full_bath,half_bath,bedroom_abvgr,kitchen_qual,yr_sold,saleprice
1416,576.0,2.0,816.0,1416,2007,2007.0,Gtl,Sawyer,CompShg,TA,Unf,112000,2067,25339,1Story,5,1918,Y,2,0,3,Gd,2007,112000
1873,619.0,2.0,929.0,946,1988,1988.0,Gtl,SawyerW,CompShg,Gd,LwQ,207000,2115,8883,2Story,7,1988,Y,2,1,3,Gd,2007,207000
2128,0.0,0.0,1040.0,1088,1950,1978.7077955601446,Gtl,OldTown,CompShg,TA,Unf,62500,754,3000,2Story,5,1922,N,2,0,4,TA,2009,62500
1626,474.0,2.0,764.0,764,2004,2003.0,Gtl,NridgHt,CompShg,Gd,Unf,154000,1079,2448,2Story,7,2003,Y,2,1,2,Gd,2008,154000
816,308.0,1.0,816.0,816,1957,1957.0,Gtl,NAmes,CompShg,TA,Unf,129900,2615,7100,1Story,5,1957,Y,1,0,2,TA,2006,129900
1112,336.0,1.0,536.0,536,1976,1976.0,Gtl,MeadowV,CompShg,TA,BLQ,85000,329,2592,2Story,5,1976,Y,1,1,3,TA,2010,85000
1111,288.0,1.0,572.0,572,1950,1982.0,Gtl,OldTown,CompShg,TA,Unf,116900,1320,5700,1.5Fin,7,1926,Y,1,0,2,TA,2008,116900
1441,440.0,2.0,855.0,855,1978,1978.0,Gtl,NPkVill,CompShg,TA,Unf,148500,416,2289,2Story,6,1978,Y,2,1,3,TA,2009,148500
924,280.0,1.0,672.0,672,1950,1941.0,Gtl,Edwards,CompShg,TA,Unf,80000,284,12180,1.5Fin,4,1941,N,1,0,2,Fa,2010,80000
1126,506.0,2.0,1060.0,1126,1984,1984.0,Gtl,Sawyer,CompShg,TA,ALQ,152000,1385,7400,SFoyer,5,1984,Y,1,0,2,TA,2008,152000
992,319.0,1.0,381.0,992,1954,1954.0,Gtl,Edwards,CompShg,TA,Unf,155891,275,8842,1Story,5,1954,Y,1,0,3,TA,2010,155891
1376,576.0,2.0,768.0,752,1950,1977.0,Gtl,BrkSide,CompShg,TA,Unf,165000,2024,8850,1.5Fin,6,1920,Y,1,0,3,Gd,2007,165000
1218,676.0,2.0,1218.0,1218,2010,2009.0,Gtl,Somerst,CompShg,Gd,Unf,204500,68,9215,1Story,7,2009,Y,2,0,2,Gd,2010,204500
1644,312.0,1.0,728.0,888,1995,1942.0,Gtl,NAmes,CompShg,TA,Unf,146500,1910,9480,2Story,5,1942,Y,1,1,3,Gd,2007,146500
1601,478.0,2.0,1271.0,1601,1978,1978.0,Gtl,NWAmes,CompShg,TA,Unf,157000,381,11880,1Story,7,1978,Y,2,0,3,TA,2009,157000
2495,342.0,2.0,1313.0,1313,1999,1950.0,Gtl,OldTown,CompShg,TA,Unf,184000,1323,10800,2Story,7,1890,Y,2,0,5,TA,2008,184000
1509,393.0,2.0,783.0,807,2003,2002.0,Gtl,Gilbert,CompShg,Gd,Unf,183200,2432,7861,2Story,6,2002,Y,2,1,3,Gd,2006,183200
1092,288.0,1.0,1092.0,1092,1962,1962.0,Gtl,Sawyer,CompShg,TA,BLQ,139000,777,11616,1Story,5,1962,Y,1,0,3,TA,2009,139000
2418,983.0,3.0,1311.0,1325,1994,1993.0,Gtl,NoRidge,CompShg,Gd,Unf,341000,1107,10542,2Story,7,1993,Y,2,1,3,Gd,2008,341000
987,264.0,1.0,483.0,483,1971,1971.0,Gtl,BrDale,CompShg,TA,Unf,96000,30,1680,2Story,6,1971,Y,1,1,2,TA,2010,96000
1121,440.0,2.0,1121.0,1121,2004,2003.0,Gtl,Edwards,CompShg,TA,Unf,140000,282,8546,1Story,4,2003,Y,2,0,2,TA,2010,140000
1236,923.0,2.0,912.0,1236,1996,1957.0,Gtl,OldTown,CompShg,TA,Unf,149700,188,7407,1Story,6,1957,Y,1,0,2,TA,2010,149700
1074,495.0,2.0,1056.0,1074,1975,1975.0,Gtl,NWAmes,CompShg,TA,Unf,153500,2356,10140,1Story,5,1975,Y,1,1,3,TA,2006,153500
733,487.0,2.0,0.0,733,1952,1952.0,Mod,IDOTRR,CompShg,Fa,NONE,13100,1554,14584,1Story,1,1952,N,1,0,2,Fa,2008,13100
1768,543.0,2.0,884.0,884,2003,2003.0,Gtl,CollgCr,CompShg,Gd,Unf,224900,1464,8158,2Story,7,2003,Y,2,1,3,Gd,2008,224900
1266,453.0,2.0,1257.0,1266,2005,2005.0,Gtl,Somerst,CompShg,Gd,Unf,176000,2469,7500,1Story,7,2005,Y,2,0,3,Gd,2006,176000
2872,541.0,2.0,1683.0,2129,2000,1992.0,Gtl,NoRidge,CompShg,Gd,Unf,285000,1834,10678,1.5Fin,8,1992,Y,2,1,4,Gd,2007,285000
1464,754.0,3.0,1485.0,1464,2007,2007.0,Gtl,Somerst,CompShg,Gd,Unf,282922,1779,15256,1Story,8,2007,Y,2,0,3,Gd,2007,282922
2157,487.0,2.0,924.0,1216,1966,1966.0,Gtl,NAmes,CompShg,TA,Unf,226000,2569,14200,2Story,7,1966,Y,2,1,4,Gd,2006,226000
2576,666.0,3.0,1234.0,1264,2006,2006.0,Gtl,StoneBr,CompShg,Ex,Unf,361919,2334,12438,2Story,8,2006,Y,2,1,4,Ex,2006,361919
2798,670.0,3.0,1398.0,1414,2006,2005.0,Gtl,StoneBr,CompShg,Gd,Unf,457347,2330,16023,2Story,9,2005,Y,3,1,3,Ex,2006,457347
1743,529.0,2.0,966.0,1743,1976,1976.0,Sev,ClearCr,WdShngl,Gd,GLQ,279000,2119,20064,1Story,8,1976,Y,0,1,0,Gd,2007,279000
1567,714.0,2.0,1567.0,1567,1977,1977.0,Mod,Mitchel,CompShg,TA,Unf,196000,988,9819,1Story,6,1977,Y,2,0,2,Gd,2009,196000
1370,479.0,2.0,1090.0,1370,1976,1976.0,Gtl,NWAmes,CompShg,TA,Unf,152000,382,10400,1Story,7,1976,Y,2,0,3,TA,2009,152000
2634,968.0,4.0,1248.0,1338,1969,1969.0,Gtl,NAmes,CompShg,TA,Unf,200000,670,11643,2Story,5,1969,Y,2,2,6,TA,2009,200000
1590,754.0,3.0,1570.0,1590,2006,2005.0,Gtl,CollgCr,CompShg,Gd,Unf,294900,2760,11645,1Story,8,2005,Y,2,1,2,Ex,2006,294900
1450,788.0,3.0,1450.0,1450,2009,2008.0,Gtl,SawyerW,CompShg,Gd,Unf,224243,543,7328,1Story,7,2008,Y,2,0,2,Gd,2009,224243
1338,528.0,2.0,832.0,846,1950,1974.0,Gtl,Edwards,CompShg,TA,Unf,92000,2835,7822,1.5Fin,6,1915,Y,2,0,3,TA,2006,92000
1456,400.0,2.0,728.0,728,2007,2007.0,Gtl,Gilbert,CompShg,Gd,Unf,179540,1735,9018,2Story,7,2007,Y,2,1,3,Gd,2007,179540
2392,968.0,3.0,2392.0,2392,2003,2003.0,Gtl,NridgHt,CompShg,Ex,Unf,386250,448,13472,1Story,10,2003,Y,2,0,3,Ex,2009,386250
992,297.0,1.0,530.0,530,1970,1970.0,Gtl,MeadowV,CompShg,TA,Unf,106500,2287,1533,SLvl,4,1970,Y,1,0,2,TA,2007,106500
2007,812.0,3.0,1017.0,1026,2008,2008.0,Gtl,Somerst,CompShg,Ex,Unf,310000,524,11003,2Story,10,2008,Y,2,1,3,Ex,2009,310000
2385,600.0,3.0,1066.0,1108,1998,1998.0,Gtl,NoRidge,CompShg,Gd,Unf,252000,1767,10790,2Story,7,1998,Y,2,1,4,Gd,2007,252000
1646,240.0,1.0,918.0,918,1950,1941.0,Gtl,Crawfor,CompShg,TA,Unf,164000,2206,7128,2.5Unf,7,1941,Y,2,0,4,TA,2007,164000
1456,400.0,2.0,728.0,728,2007,2007.0,Gtl,Gilbert,CompShg,Gd,Unf,177594,1740,7713,2Story,7,2007,Y,2,1,3,Gd,2007,177594
1040,624.0,2.0,528.0,548,1980,1979.0,Gtl,BrkSide,CompShg,TA,Unf,123900,199,6240,1.5Fin,5,1936,Y,1,0,2,TA,2010,123900
2624,864.0,3.0,1370.0,1370,1950,1918.0,Gtl,Crawfor,CompShg,TA,Unf,239000,2214,22420,2Story,6,1918,N,2,1,4,TA,2007,239000
1264,528.0,2.0,1068.0,1264,1977,1965.0,Gtl,Mitchel,CompShg,TA,Unf,169000,323,15300,1Story,5,1965,Y,1,0,2,TA,2010,169000
1557,420.0,2.0,1374.0,1557,2004,2003.0,Gtl,Blmngtn,CompShg,Gd,Unf,234000,2421,3196,1Story,7,2003,Y,2,0,2,Gd,2006,234000
1287,541.0,2.0,957.0,1287,1977,1977.0,Gtl,Mitchel,CompShg,TA,LwQ,173000,952,9360,SFoyer,6,1977,Y,1,1,2,TA,2009,173000
1004,480.0,2.0,1004.0,1004,1970,1970.0,Gtl,NAmes,CompShg,TA,Unf,149000,24,11241,1Story,6,1970,Y,1,0,2,TA,2010,149000
1162,483.0,2.0,1162.0,1162,2007,2007.0,Gtl,SawyerW,CompShg,Gd,Unf,170000,1139,9260,1Story,7,2007,Y,2,0,3,Gd,2008,170000
1436,529.0,2.0,1436.0,1436,2009,2008.0,Gtl,Somerst,CompShg,Gd,Unf,225000,518,7993,1Story,7,2008,Y,2,0,3,Gd,2009,225000
960,300.0,1.0,960.0,960,2003,1963.0,Gtl,Sawyer,CompShg,TA,Unf,144900,1390,9239,1Story,5,1963,Y,1,0,3,Gd,2008,144900
1196,336.0,1.0,1196.0,1196,1968,1968.0,Gtl,Edwards,CompShg,TA,Unf,144000,277,10044,1Story,5,1968,Y,1,0,3,TA,2010,144000
1269,430.0,2.0,1256.0,1269,2005,2004.0,Gtl,Blmngtn,CompShg,Gd,Unf,192000,54,3182,1Story,8,2004,Y,2,0,2,Gd,2010,192000
1031,230.0,1.0,1031.0,1031,2005,1952.0,Gtl,NAmes,CompShg,Gd,Unf,145500,649,7626,1Story,5,1952,Y,1,0,2,Gd,2009,145500
720,280.0,1.0,448.0,448,1998,1900.0,Gtl,OldTown,CompShg,TA,Unf,86900,2600,7008,1.5Fin,4,1900,Y,1,0,1,Fa,2006,86900
1505,505.0,2.0,1505.0,1505,1953,1953.0,Gtl,NAmes,CompShg,TA,Unf,149500,617,12160,1Story,6,1953,Y,1,0,2,TA,2009,149500
954,240.0,1.0,920.0,954,1950,1938.0,Gtl,Crawfor,CompShg,TA,Unf,119750,2209,6305,1Story,5,1938,Y,1,0,2,Fa,2007,119750
1500,564.0,2.0,750.0,750,2006,2005.0,Gtl,CollgCr,CompShg,TA,Unf,173900,2814,8846,2Story,6,2005,Y,2,1,3,Gd,2006,173900
1050,368.0,1.0,1050.0,1050,1961,1961.0,Gtl,NAmes,CompShg,TA,Unf,136500,2542,10659,1Story,5,1961,Y,1,0,3,TA,2006,136500
2687,618.0,2.0,2062.0,2079,1994,1994.0,Gtl,StoneBr,CompShg,Gd,Unf,270000,2323,13108,2Story,8,1994,Y,2,1,4,Gd,2006,270000
1252,564.0,2.0,1602.0,1252,1975,1960.0,Gtl,ClearCr,CompShg,TA,ALQ,235000,1393,13500,1Story,6,1960,Y,1,0,1,TA,2008,235000
1430,400.0,2.0,384.0,774,2000,1999.0,Gtl,Gilbert,CompShg,TA,Unf,156000,490,7750,SLvl,7,1999,Y,2,1,3,TA,2009,156000
1114,576.0,2.0,1114.0,1114,2004,2004.0,Gtl,SawyerW,CompShg,TA,Unf,153000,542,12450,1Story,5,2003,Y,2,0,3,Gd,2009,153000
1224,402.0,2.0,1224.0,1224,1999,1999.0,Gtl,Mitchel,CompShg,TA,Unf,165000,973,4500,1Story,6,1999,Y,2,0,2,TA,2009,165000
2504,656.0,3.0,1122.0,1134,2007,2005.0,Gtl,StoneBr,CompShg,Gd,Unf,325000,1012,11198,2Story,9,2005,Y,2,1,4,Ex,2008,325000
1355,528.0,2.0,728.0,760,1950,1966.0,Gtl,Crawfor,CompShg,TA,Unf,140000,2218,6221,1.5Fin,5,1941,Y,2,0,3,TA,2007,140000
2294,658.0,2.0,741.0,1497,1963,1963.0,Gtl,IDOTRR,CompShg,TA,Unf,202500,2033,13200,SLvl,6,1963,Y,3,0,5,TA,2007,202500
1702,1052.0,3.0,1702.0,1702,2008,2008.0,Gtl,NridgHt,CompShg,Ex,Unf,367294,1071,8769,1Story,9,2008,Y,1,1,1,Ex,2008,367294
1509,600.0,2.0,1461.0,1509,1989,1988.0,Gtl,Timber,CompShg,Gd,Unf,175000,1583,10200,SLvl,6,1988,Y,2,0,3,Gd,2008,175000
1717,642.0,3.0,756.0,961,1970,1998.0,Gtl,Crawfor,CompShg,TA,Unf,140000,2858,9550,2Story,7,1915,Y,1,0,3,Gd,2006,140000
1240,528.0,2.0,1265.0,1240,1985,1985.0,Gtl,Timber,CompShg,TA,BLQ,174000,2265,10331,1Story,7,1985,Y,2,0,3,Gd,2007,174000
1166,400.0,2.0,856.0,1166,2005,2005.0,Gtl,Gilbert,CompShg,Gd,Unf,190000,1088,9587,SLvl,7,2005,Y,2,0,2,Gd,2008,190000
1464,0.0,0.0,504.0,764,2002,1978.7077955601446,Gtl,OldTown,CompShg,Gd,Unf,129000,698,9900,2Story,5,1910,Y,2,0,3,TA,2009,129000
1652,510.0,2.0,1592.0,1652,1991,1959.0,Gtl,NAmes,CompShg,TA,Unf,200000,1896,22002,1Story,6,1959,Y,1,1,3,Gd,2007,200000
2142,509.0,1.0,896.0,1182,1968,1968.0,Gtl,NAmes,CompShg,TA,Unf,193500,628,13000,2Story,6,1968,Y,2,1,4,Gd,2009,193500
1092,504.0,2.0,1092.0,1092,1964,1964.0,Gtl,NAmes,CompShg,TA,Unf,145000,1212,8250,1Story,6,1964,Y,1,0,3,TA,2008,145000
1671,451.0,2.0,1022.0,1122,1950,1963.0,Gtl,Crawfor,CompShg,Gd,Unf,218000,2864,8170,1.5Fin,7,1929,Y,2,0,4,TA,2006,218000
1488,569.0,2.0,0.0,1488,2002,2002.0,Gtl,Edwards,CompShg,TA,NONE,135000,2740,12048,1Story,5,1952,Y,1,0,3,TA,2006,135000
1624,240.0,1.0,1444.0,1624,1952,1952.0,Gtl,NAmes,CompShg,TA,Unf,146500,2560,10858,1Story,5,1952,Y,1,0,2,TA,2006,146500
1362,460.0,2.0,1362.0,1362,2006,2005.0,Gtl,NridgHt,CompShg,Gd,Unf,194700,1716,7577,1Story,6,2005,Y,2,0,2,Gd,2007,194700
1218,462.0,2.0,1218.0,1218,2008,2008.0,Gtl,Somerst,CompShg,Gd,Unf,230348,1130,7500,1Story,7,2007,Y,2,0,2,Gd,2008,230348
1068,288.0,1.0,1124.0,1068,1950,1923.0,Gtl,OldTown,CompShg,TA,Unf,109500,201,6120,1Story,6,1923,Y,1,0,2,TA,2010,109500
1625,576.0,2.0,1625.0,1625,1979,1979.0,Mod,Mitchel,CompShg,TA,Unf,242500,2886,23580,1Story,6,1979,Y,2,0,3,Fa,2006,242500
1767,504.0,2.0,1064.0,1064,1987,1987.0,Gtl,StoneBr,CompShg,Gd,Rec,239000,2328,5306,2Story,7,1987,Y,2,0,2,Gd,2006,239000
1050,286.0,1.0,1050.0,1050,2000,1954.0,Gtl,NAmes,CompShg,TA,Unf,156000,2583,8092,1Story,6,1954,Y,1,0,3,Gd,2006,156000
907,352.0,1.0,907.0,907,1957,1964.0,Gtl,NAmes,CompShg,TA,Unf,109008,1206,8593,1Story,4,1957,Y,1,0,3,TA,2008,109008
845,256.0,1.0,0.0,640,1950,1950.0,Gtl,IDOTRR,CompShg,TA,NONE,68104,2242,11067,1.5Fin,2,1939,Y,1,0,1,TA,2007,68104
2501,751.0,3.0,1242.0,1251,1995,1995.0,Gtl,NoRidge,CompShg,Gd,Unf,290000,1105,11929,2Story,8,1995,Y,2,1,4,Gd,2008,290000
1209,504.0,2.0,1209.0,1209,1966,1966.0,Gtl,NAmes,CompShg,TA,Unf,159000,121,9900,1Story,5,1966,Y,1,0,3,TA,2010,159000
906,231.0,1.0,348.0,453,1950,1937.0,Mod,BrkSide,CompShg,TA,Unf,87000,1223,4882,2Story,4,1937,Y,1,0,2,TA,2008,87000
1601,670.0,2.0,1581.0,1601,2002,2001.0,Gtl,CollgCr,CompShg,Gd,Unf,272000,265,11423,1Story,8,2001,Y,2,0,3,Gd,2010,272000
1336,502.0,2.0,1336.0,1336,2006,2005.0,Gtl,CollgCr,CompShg,Gd,Unf,198000,2813,8772,1Story,7,2005,Y,2,0,3,Gd,2006,198000
1656,440.0,2.0,801.0,1095,1985,1958.0,Gtl,OldTown,CompShg,TA,Unf,119164,1294,7628,1.5Fin,4,1940,Y,2,0,2,TA,2008,119164
1124,0.0,0.0,0.0,1124,1954,1978.7077955601446,Gtl,Edwards,CompShg,TA,NONE,93000,2745,8335,1Story,5,1954,Y,1,0,3,TA,2006,93000
1892,431.0,2.0,982.0,1008,2001,2000.0,Gtl,Gilbert,CompShg,Gd,Unf,226750,1094,8220,2Story,7,2000,Y,2,1,3,TA,2008,226750
1699,420.0,2.0,978.0,1014,1970,1920.0,Mod,OldTown,CompShg,TA,Unf,95000,651,10615,2Story,3,1900,Y,2,0,3,TA,2009,95000
1416,312.0,1.0,780.0,780,1950,1948.0,Gtl,BrkSide,CompShg,TA,Unf,139900,198,6000,1.5Fin,6,1948,Y,1,1,3,TA,2010,139900
1306,0.0,0.0,728.0,1306,1966,1978.7077955601446,Gtl,BrkSide,CompShg,TA,Unf,76500,131,5350,1Story,3,1940,Y,1,0,3,Fa,2010,76500
672,308.0,1.0,672.0,672,2005,1997.0,Gtl,OldTown,CompShg,Gd,Unf,86900,1258,5400,1Story,4,1940,Y,1,0,2,TA,2008,86900
1160,257.0,1.0,1113.0,1160,1968,1968.0,Gtl,Mitchel,CompShg,TA,Unf,152500,1599,17979,1Story,5,1968,Y,1,0,3,Gd,2008,152500
930,286.0,1.0,911.0,930,1953,1953.0,Mod,Edwards,CompShg,TA,Unf,99000,1508,9520,1Story,4,1953,Y,1,0,2,TA,2008,99000
708,0.0,0.0,420.0,708,1950,1978.7077955601446,Gtl,BrkSide,CompShg,Fa,Unf,82500,615,5330,1Story,4,1940,Y,1,0,2,Fa,2009,82500
1575,529.0,2.0,1575.0,1575,1992,1992.0,Gtl,SawyerW,CompShg,Gd,Unf,179200,1815,8012,1Story,6,1992,Y,2,0,2,Gd,2007,179200
1059,286.0,1.0,1059.0,1059,1966,1966.0,Gtl,Sawyer,CompShg,TA,Unf,142500,2712,9000,1Story,5,1966,Y,1,0,3,TA,2006,142500
1005,440.0,2.0,1005.0,1005,1964,1964.0,Gtl,Sawyer,CompShg,TA,LwQ,115400,2051,14299,1Story,4,1964,Y,1,0,3,TA,2007,115400
1929,650.0,2.0,1057.0,1057,2001,2001.0,Gtl,Somerst,CompShg,Gd,Unf,226000,1863,7050,2Story,7,2001,Y,2,1,3,Gd,2007,226000
1200,480.0,2.0,600.0,520,2005,2005.0,Gtl,Somerst,CompShg,Gd,Unf,144152,2510,3180,2Story,7,2005,Y,2,1,2,Gd,2006,144152
2690,795.0,3.0,1765.0,1804,2003,2003.0,Gtl,NridgHt,CompShg,Gd,Unf,370000,1069,16451,2Story,8,2003,Y,2,1,4,Gd,2008,370000
833,495.0,2.0,833.0,833,1984,1984.0,Gtl,Mitchel,CompShg,TA,GLQ,149900,336,12887,1Story,5,1984,Y,1,0,2,Gd,2010,149900
1456,429.0,2.0,728.0,728,2006,2006.0,Gtl,Gilbert,CompShg,Gd,Unf,172785,2417,15578,2Story,6,2006,Y,2,1,3,TA,2006,172785
864,720.0,2.0,864.0,864,2002,1980.0,Gtl,NAmes,CompShg,TA,BLQ,129000,1962,7200,1Story,5,1950,Y,1,0,3,Gd,2007,129000
1586,435.0,2.0,1362.0,1586,1998,1979.0,Gtl,NWAmes,CompShg,TA,Unf,181000,372,17043,1Story,6,1979,Y,2,0,3,TA,2009,181000
1370,300.0,1.0,1058.0,1370,1956,1956.0,Gtl,NAmes,CompShg,TA,Rec,148000,2578,10000,SLvl,5,1956,Y,1,0,3,TA,2006,148000
914,0.0,0.0,914.0,914,2002,1978.7077955601446,Gtl,Edwards,CompShg,TA,ALQ,117250,2824,8050,1Story,6,2002,Y,1,0,2,Gd,2006,117250
1555,430.0,2.0,1373.0,1555,2006,2005.0,Gtl,Blmngtn,CompShg,Gd,Unf,192500,471,3182,1Story,7,2005,Y,2,0,2,Gd,2009,192500
1556,452.0,2.0,716.0,716,1980,1980.0,Gtl,Blueste,CompShg,TA,GLQ,151000,1544,1950,2Story,6,1980,Y,2,1,3,TA,2008,151000
882,461.0,2.0,882.0,882,1972,1980.0,Gtl,CollgCr,CompShg,TA,Rec,112500,2141,7700,1Story,5,1972,Y,1,0,3,TA,2007,112500
1167,495.0,2.0,915.0,1167,1950,1972.0,Gtl,BrkSide,CompShg,TA,Unf,144000,2008,8731,1Story,5,1920,Y,1,0,3,TA,2007,144000
1800,944.0,3.0,1800.0,1800,2008,2008.0,Gtl,NridgHt,CompShg,Ex,Unf,370967,1075,8232,1Story,9,2007,Y,2,0,2,Ex,2008,370967
1456,440.0,2.0,855.0,855,1975,1975.0,Gtl,NPkVill,CompShg,TA,Unf,149900,34,2280,2Story,6,1975,Y,2,1,3,Gd,2010,149900
1660,493.0,2.0,831.0,831,2002,2002.0,Gtl,CollgCr,CompShg,Gd,Unf,195000,847,8935,2Story,7,2002,Y,2,1,3,Gd,2009,195000
1482,392.0,2.0,384.0,812,1992,1992.0,Gtl,Gilbert,CompShg,TA,Unf,163900,1629,9125,SLvl,7,1992,Y,2,1,3,Gd,2007,163900
1522,552.0,2.0,1190.0,1522,1984,1984.0,Gtl,ClearCr,CompShg,TA,LwQ,182000,2073,11075,1Story,6,1984,Y,2,0,3,TA,2007,182000
2036,780.0,3.0,2190.0,2036,2008,2008.0,Gtl,Timber,CompShg,Ex,Unf,410000,960,13438,1Story,9,2008,Y,2,0,3,Ex,2009,410000
1595,672.0,2.0,1582.0,1595,1991,1991.0,Gtl,Mitchel,CompShg,TA,Unf,152000,955,11070,1Story,5,1991,Y,2,0,2,TA,2009,152000
1686,462.0,2.0,891.0,891,2005,2005.0,Gtl,SawyerW,CompShg,Gd,Unf,184000,2476,7800,2Story,7,2005,Y,2,1,3,Gd,2006,184000
1344,784.0,4.0,1344.0,1344,1998,1997.0,Gtl,Mitchel,CompShg,TA,Unf,206300,1590,7060,SFoyer,7,1997,Y,2,0,2,TA,2008,206300
1652,928.0,3.0,1652.0,1652,1970,1970.0,Gtl,Mitchel,CompShg,TA,Unf,146500,2913,11836,1Story,5,1970,Y,2,0,4,TA,2006,146500
1337,263.0,1.0,832.0,832,1956,1956.0,Gtl,NAmes,CompShg,TA,Unf,108000,149,8382,1.5Fin,4,1956,Y,1,0,3,TA,2010,108000
1920,487.0,2.0,570.0,1222,1992,1968.0,Gtl,NWAmes,CompShg,TA,Unf,170000,2525,10192,SLvl,7,1968,Y,3,0,4,Gd,2006,170000
848,420.0,2.0,848.0,848,2004,2004.0,Gtl,CollgCr,CompShg,Gd,Unf,145000,1470,4426,1Story,6,2004,Y,1,0,1,Gd,2008,145000
1055,440.0,2.0,1057.0,1055,1975,1975.0,Gtl,NPkVill,CompShg,TA,LwQ,123000,412,2280,1Story,7,1975,Y,2,0,2,TA,2009,123000
1291,431.0,2.0,1291.0,1291,1997,1996.0,Gtl,ClearCr,CompShg,TA,Unf,173000,1399,2887,1Story,6,1996,Y,1,0,2,Gd,2008,173000
720,484.0,2.0,624.0,720,2003,2005.0,Gtl,OldTown,CompShg,TA,Unf,105900,183,8520,1Story,6,1928,Y,1,0,2,TA,2010,105900
988,297.0,1.0,462.0,526,1973,1973.0,Gtl,MeadowV,CompShg,TA,Unf,91000,974,1596,SLvl,4,1973,Y,1,0,2,TA,2009,91000
1523,295.0,1.0,1067.0,986,2005,1949.0,Gtl,Crawfor,CompShg,TA,Rec,158000,930,15600,1.5Fin,5,1949,N,2,0,3,Fa,2009,158000
1728,572.0,2.0,864.0,864,2004,2004.0,Gtl,CollgCr,CompShg,Gd,Unf,190000,881,9313,2Story,7,2004,Y,2,1,3,Gd,2009,190000
1239,477.0,2.0,1230.0,1239,1995,1995.0,Gtl,Veenker,CompShg,Gd,GLQ,217500,1180,11064,1Story,8,1995,Y,1,1,1,Gd,2008,217500
1955,356.0,1.0,1151.0,1151,1958,1958.0,Gtl,IDOTRR,CompShg,TA,Unf,165500,1553,9000,1.5Fin,5,1958,Y,2,0,4,TA,2008,165500
1564,234.0,1.0,704.0,860,1950,1941.0,Gtl,Crawfor,CompShg,TA,Unf,174500,928,12000,2Story,7,1941,Y,1,1,3,Fa,2009,174500
1204,312.0,1.0,416.0,1204,1954,1954.0,Mod,Edwards,CompShg,TA,Unf,100000,1512,7692,SLvl,4,1954,Y,1,0,3,TA,2008,100000
1329,312.0,1.0,1329.0,1329,1958,1958.0,Gtl,NAmes,CompShg,TA,Unf,172000,3,14267,1Story,6,1958,Y,1,1,3,Gd,2010,172000
879,440.0,2.0,864.0,879,1975,1975.0,Gtl,CollgCr,CompShg,TA,Rec,120000,2140,9675,1Story,5,1975,Y,1,0,3,TA,2007,120000
841,294.0,1.0,721.0,841,1950,1950.0,Gtl,SawyerW,CompShg,Fa,Unf,82000,553,8400,1Story,4,1950,Y,1,0,2,TA,2009,82000
1312,649.0,2.0,784.0,900,1950,1953.0,Gtl,NAmes,CompShg,TA,Unf,127000,2594,7500,1.5Fin,6,1947,Y,1,1,3,TA,2006,127000
2058,396.0,2.0,735.0,1134,1950,1950.0,Gtl,OldTown,CompShg,TA,Unf,129500,1314,9600,2.5Unf,6,1917,N,1,1,3,TA,2008,129500
1360,565.0,2.0,1220.0,1360,1984,1984.0,Gtl,StoneBr,CompShg,Gd,Unf,187500,366,5814,1Story,8,1984,Y,1,0,1,Gd,2009,187500
1786,715.0,3.0,1778.0,1786,2003,2002.0,Gtl,CollgCr,CompShg,Gd,Unf,300000,1462,14860,1Story,8,2002,Y,2,0,3,Gd,2008,300000
1993,495.0,2.0,825.0,1097,1971,1971.0,Gtl,NWAmes,CompShg,TA,Unf,190000,2541,14803,2Story,6,1971,Y,2,1,4,TA,2006,190000
1362,280.0,1.0,951.0,986,1950,1920.0,Gtl,Edwards,CompShg,Fa,Unf,96000,2088,7550,1.5Fin,4,1920,N,2,0,4,TA,2007,96000
1550,438.0,2.0,1092.0,1112,2007,2007.0,Gtl,Somerst,CompShg,Gd,Unf,241000,527,8125,2Story,7,2006,Y,2,0,2,Gd,2009,241000
1696,349.0,1.0,1140.0,1696,1962,1962.0,Gtl,Sawyer,CompShg,TA,Unf,143900,1824,13673,1Story,5,1962,Y,1,1,3,TA,2007,143900
1092,286.0,1.0,546.0,546,1970,1970.0,Gtl,MeadowV,CompShg,TA,Unf,87550,2918,1533,2Story,4,1970,Y,1,1,3,TA,2006,87550
1752,576.0,2.0,1752.0,1752,2005,2005.0,Gtl,NridgHt,CompShg,Ex,Unf,319900,49,7658,1Story,9,2005,Y,2,0,2,Ex,2010,319900
2473,675.0,3.0,1094.0,1102,2006,2006.0,Gtl,StoneBr,CompShg,Gd,Unf,356383,2332,12292,2Story,9,2006,Y,2,1,4,Gd,2006,356383
1800,702.0,2.0,1800.0,1800,2007,2007.0,Gtl,CollgCr,CompShg,Gd,Unf,239000,826,11923,1Story,9,2007,Y,2,0,2,Ex,2009,239000
2197,783.0,3.0,1080.0,1108,1994,1993.0,Gtl,NoRidge,WdShake,Gd,GLQ,287500,1108,10010,2Story,7,1993,Y,2,1,4,Gd,2008,287500
1382,660.0,2.0,720.0,854,1950,1991.0,Gtl,OldTown,CompShg,TA,Unf,128500,2041,12358,1.5Fin,5,1941,Y,1,1,2,TA,2007,128500
